Results Scores for CC,Ground Truth Labels
-0.09848350286483765,0.6563358902931213
-0.14162957668304443,0.5660633444786072
-0.06527400016784668,0.6846156716346741
-0.10226482152938843,0.6775527000427246
-0.13429319858551025,0.5385590195655823
-0.08184182643890381,0.7552264332771301
-0.1327812671661377,0.7171570658683777
-0.1672847867012024,0.5783026218414307
-0.07212013006210327,0.6611852645874023
-0.11435198783874512,0.5923846364021301
-0.14810514450073242,0.5524459481239319
-0.04936385154724121,0.6690809726715088
-0.06170368194580078,0.7288305163383484
-0.09228718280792236,0.6471277475357056
-0.11446022987365723,0.6142938137054443
-0.057584166526794434,0.7166332602500916
-0.09768050909042358,0.6088066697120667
-0.0981149673461914,0.5969048142433167
-0.06407713890075684,0.7486242651939392
-0.09305453300476074,0.6529263257980347
-0.12794625759124756,0.5922050476074219
-0.06070387363433838,0.755488932132721
-0.09589606523513794,0.6882391571998596
-0.12645238637924194,0.6307694315910339
-0.06011402606964111,0.7073695063591003
-0.09575104713439941,0.656360387802124
-0.1257394552230835,0.5838251113891602
-0.20004892349243164,0.4350079298019409
-0.10060262680053711,0.6831737756729126
-0.10060262680053711,0.6124948859214783
-0.0776529312133789,0.6690004467964172
-0.07699406147003174,0.7360216379165649
-0.109072744846344,0.7764140367507935
-0.15660297870635986,0.6004154086112976
-0.14369165897369385,0.5825804471969604
-0.13780641555786133,0.5467180609703064
-0.13442498445510864,0.5994664430618286
-0.13771331310272217,0.7960208654403687
-0.1348523497581482,0.5653831362724304
-0.07305306196212769,0.5894604921340942
-0.08881330490112305,0.5425999164581299
-0.1273442506790161,0.6768068671226501
-0.1273442506790161,0.6964354515075684
-0.1273432970046997,0.6094754338264465
-0.07072162628173828,0.7097565531730652
-0.10235738754272461,0.6368855834007263
-0.10295605659484863,0.7297252416610718
-0.10330790281295776,0.6911563873291016
-0.062250733375549316,0.6765873432159424
-0.06889897584915161,0.6394199728965759
-0.07365316152572632,0.6591522693634033
-0.06288576126098633,0.5890540480613708
-0.08273380994796753,0.686367928981781
-0.07355034351348877,0.6734907627105713
-0.08051776885986328,0.5681950449943542
-0.06718051433563232,0.6543401479721069
-0.06645679473876953,0.6302550435066223
-0.07067900896072388,0.6499345302581787
-0.1125795841217041,0.49935078620910645
-0.14662057161331177,0.47951051592826843
-0.1130027174949646,0.5068158507347107
-0.14563357830047607,0.36180412769317627
-0.16465908288955688,0.6046867370605469
-0.20371901988983154,0.5738039612770081
-0.15362143516540527,0.6529202461242676
-0.17562532424926758,0.6097360849380493
-0.20612823963165283,0.43655815720558167
-0.16394835710525513,0.6141665577888489
-0.21153640747070312,0.47950172424316406
-0.23542094230651855,0.397434264421463
-0.15370142459869385,0.6470240354537964
-0.1810740828514099,0.5329601168632507
-0.2023533582687378,0.4035457372665405
