Results Scores for CC,Ground Truth Labels
-6.309008992170833,48.86000061035156
-3.3215263787216704,62.5
-2.9490068523124546,77.25
-2.5133553967267384,67.0
-6.440965128974787,22.709999084472656
-3.928106177296661,33.16999816894531
-2.3451284106544303,73.0
-8.877856991476964,20.139999389648438
-6.918820466918673,12.5
-6.0840314311709385,56.25
-2.7801760410664933,63.130001068115234
-3.5393417465178363,20.139999389648438
-5.17812806806778,25.0
-12.996082441647044,5.829999923706055
-6.609783259179154,29.110000610351562
-3.303258263104263,76.13999938964844
-4.1623468665315055,56.290000915527344
-7.164148387818917,31.56999969482422
-2.227127624600394,70.56999969482422
-4.167930020828768,59.880001068115234
-3.216343793629681,74.12999725341797
-3.893073705695101,58.75
-1.6488764732735595,44.130001068115234
-5.923151562339181,36.75
-2.8056278260119645,56.0
-2.154708289661394,71.43000030517578
-3.206618792325342,48.880001068115234
-9.094919418042394,8.859999656677246
-7.070497849320584,16.860000610351562
-6.035061377255605,41.0
-2.3073889346387952,78.83000183105469
-4.00898478518306,70.86000061035156
-2.559764173121216,64.83000183105469
-2.6702242015908277,91.19999694824219
-7.2418147539149995,38.16999816894531
-5.173117210864633,27.0
-2.7434743308620413,64.70999908447266
-9.692538844014335,8.0
-3.828260056967028,63.0
-5.728677092081513,25.170000076293945
-6.003919525475904,22.5
-4.5042926324220565,50.290000915527344
-3.131268178062865,51.83000183105469
-4.052802852340543,34.16999816894531
-22.364447776909987,8.710000038146973
-7.1142016458493975,16.670000076293945
-7.8528184568387465,22.56999969482422
-7.101469657674145,22.43000030517578
-3.620590972457455,36.83000183105469
-3.2871806771931715,58.83000183105469
-7.645202236765107,11.670000076293945
-3.6876705661888227,75.83000183105469
-2.5922968817659338,71.0
-6.090531369967461,19.329999923706055
-7.342338891838633,14.0
-4.517812884496327,67.0
-3.407410209763109,65.55999755859375
-4.059110984154519,45.70000076293945
-6.646349182755484,32.599998474121094
-5.217141376254899,16.1299991607666
-2.6563469927183787,78.0
-7.454327447605218,32.5
-5.594653673991707,37.599998474121094
-7.754832606511926,31.329999923706055
-6.518068945970324,32.779998779296875
-3.534691453500891,67.62999725341797
-3.5601477604589595,67.86000061035156
-6.215749464880333,18.6299991607666
-2.153935228386645,66.87999725341797
-5.3964042182084055,56.0
-2.922865704254165,46.220001220703125
-9.30513757620518,21.8799991607666
-5.099855595602188,34.400001525878906
-6.676291523973753,38.43000030517578
-5.613261400580407,39.880001068115234
-7.610818447659742,28.3799991607666
-4.530928676430984,49.880001068115234
-3.928192784173846,67.13999938964844
-6.551863427503786,26.6299991607666
-4.750469800500411,41.880001068115234
-8.472504494372314,7.429999828338623
-3.681932816902067,73.37999725341797
-2.2942525893131753,61.709999084472656
-2.572497764381318,46.709999084472656
-8.401439518588644,16.56999969482422
-4.7143480135543685,32.86000061035156
-4.393212746689403,56.56999969482422
-3.629063290985538,75.86000061035156
-5.714634550782386,73.87999725341797
-3.03132515509178,54.709999084472656
-2.506733859845405,78.86000061035156
-3.2843121752045583,49.86000061035156
-3.9007790553526105,34.290000915527344
-7.668077432996437,34.0
-4.303365474299546,47.86000061035156
-3.2062446286095687,34.900001525878906
-2.0863804470390073,58.380001068115234
-4.831096976970784,49.13999938964844
-4.091785851250865,41.13999938964844
-3.9224639506569887,50.630001068115234
-6.139234166012887,16.0
-4.532036296221469,35.290000915527344
-2.843165204326902,42.5
-3.862865747239256,58.880001068115234
-5.093572987745859,47.880001068115234
-2.3817222786016465,68.86000061035156
-5.6881151263110965,38.880001068115234
-3.6270887790577833,64.0
-2.7034048499617005,60.130001068115234
-4.321309668431732,37.13999938964844
-5.247800061002271,43.56999969482422
-7.544332426772648,27.8799991607666
-7.577771254201551,20.5
-6.002052490884773,14.569999694824219
-2.6930246968824116,78.13999938964844
-5.453083298185141,54.630001068115234
-3.0546471126611303,75.43000030517578
-7.691717961374033,39.86000061035156
-5.208743748416557,53.630001068115234
-4.329875757236984,51.290000915527344
-3.453828756635417,64.56999969482422
-3.6920019475071486,38.56999969482422
-7.204646435121313,26.56999969482422
-3.9226905547276543,67.13999938964844
-4.425006960858879,43.0
-2.101983245928763,82.13999938964844
-3.5787007625679634,77.37999725341797
-2.754779754549092,74.0
-6.843825247940737,44.0
-6.207230113674121,12.829999923706055
-3.300538994071328,42.439998626708984
-4.584699872738157,56.88999938964844
-4.397604705981033,71.88999938964844
-4.637502652761104,53.0
-3.465873840121662,77.55999755859375
-6.304797177014855,21.75
-3.125355895242852,52.70000076293945
-7.236322179769482,20.0
-5.78539231011369,52.779998779296875
-6.833934797077498,22.0
-7.938373920554018,30.799999237060547
-8.75489943309542,15.600000381469727
-2.4575588873127585,75.30000305175781
-8.428312847764886,29.200000762939453
-3.85409779131859,40.66999816894531
-5.2826866838141475,34.0
-8.239046753245123,37.79999923706055
-2.0968056409484057,80.44000244140625
-5.521123176095848,68.88999938964844
-2.206503986040485,79.0
-8.525943228031792,42.220001220703125
-4.541373229003263,21.700000762939453
-3.301346451669824,81.88999938964844
-6.165307954418031,91.37999725341797
-7.131432023182738,44.630001068115234
-2.8478456919877693,34.0
-3.014165008428092,79.88999938964844
-5.564850016954994,49.70000076293945
-3.7048913347623227,71.66999816894531
-6.766574130992185,46.79999923706055
-5.988870840279023,37.18000030517578
-4.991644700782288,31.18000030517578
-2.5479824158661066,80.55999755859375
-4.450283979074486,45.11000061035156
-2.063356949736838,79.88999938964844
-6.524997135976727,25.81999969482422
-7.639212448877783,32.75
-4.13474863499751,73.69999694824219
-4.285467434031229,77.77999877929688
-2.915258994445447,73.11000061035156
-2.8271144371952523,62.5
-2.163670415880479,62.599998474121094
-6.777543973612638,35.11000061035156
-3.3632151942124673,79.0
-5.4596267167354435,23.0
-2.9455599301742676,78.91000366210938
-2.124166836097793,79.19999694824219
-6.2875511435675495,53.66999816894531
-2.0945735113663924,71.33000183105469
-2.1070877881944843,75.19999694824219
-8.30432026105583,43.560001373291016
-3.213519802702542,80.5
-4.522156011382737,59.400001525878906
-3.123745924988601,54.400001525878906
-2.350243599098177,64.88999938964844
-3.5184614181953524,64.25
-3.718230368701859,26.600000381469727
-5.862835716407662,67.69999694824219
